ID,YS0_F,YS25_F,YS50_F,YS75_F,YS100_F,
MP7577.pos,10802327.77,11133539.04,11149608.99,11368173.66,10998073.19,Unclassified
MP7578.pos,10033814.6,10522126.89,11464617.03,10235198.82,10088590.76,Unclassified
MP7579.pos,7403179.725,9416309.207,8915472.569,9153987.031,8941602.134,Unclassified
MP7580.pos,6962714.599,8867417.441,8575938.964,7881338.665,8242962.657,Unclassified
MP7581.pos,10883579.79,10697235.81,11093651.56,10996215.72,10677048.1,Unclassified
MP7582.pos,10955173.12,12442224.54,12382022.47,12219102.15,12455200.23,Unclassified
MP7583.pos,22844705.91,19407422.59,17151515.03,18997307.03,19124034.58,Unclassified
MP7584.pos,1675445.373,4475677.781,6562216.06,2859760.127,2726607.248,Unclassified
MP7585.pos,4835742.88,5854974.443,5608639.478,5736359.622,6480410.271,Unclassified
MP7586.pos,12095385.67,10209658.32,10030629.35,10251536.8,10011186.56,Benzene and substituted derivatives
MP7587.pos,59116815.49,62632666.5,59201414.07,59209132.2,59493873.68,Unclassified
MP7588.pos,10807862.25,11063811.8,10923084.31,10857495.68,10757446.58,Unclassified
MP7589.pos,1489825.737,154571.7973,525630.5707,2462774.272,790038.6116,Unclassified
MP7591.pos,579366.3657,376434.5259,65522.3722,254056.8654,174973.4402,Unclassified
MP7593.pos,162434.067,54079.41071,144447.9826,238110.816,172856.9484,Unclassified
MP7594.pos,789504.5243,169242.2677,89541.50815,148171.9289,127156.3413,Unclassified
MP7595.pos,253391.6131,279956.1992,302995.0343,239047.5654,238301.9379,Unclassified
MP7596.pos,764677.8281,950885.8303,819268.9,773221.1511,938169.6353,Unclassified
MP7597.pos,304613.4577,371323.2776,354356.7354,340850.5754,354401.7076,Unclassified
MP7598.pos,979681.1515,1281406.673,1691583.794,863822.9434,2587066.569,Unclassified
MP7599.pos,1051627.853,1319326.75,882732.3915,1085175.221,1395922.587,Unclassified
MP7600.pos,35818963.91,29970731.85,32803491.56,41274421.95,33571282.24,Unclassified
MP7601.pos,45152081.09,38361447.54,41168419.21,54071300.2,40655115.21,Unclassified
MP7602.pos,2935674.303,1658105.706,2409307.122,3555235.639,2191133.787,Unclassified
MP7603.pos,259424.8096,335116.8024,316489.0858,513185.1705,287601.43,Unclassified
MP7604.pos,208162.7875,141376.238,168129.115,74633.82489,121537.2597,Unclassified
MP7605.pos,1285380.992,1072697.598,1218925.869,1465598.221,1066678.668,Unclassified
MP7606.pos,4984520.843,3628763.036,4152643.827,5182908.928,3722720.666,Unclassified
MP7607.pos,36460788.86,28687378.37,27861311.99,37811542.29,29894058.99,Carboxylic acids and derivatives
MP7608.pos,165647.2386,77858.27832,150814.3662,94545.10071,65328.52944,Unclassified
MP7609.pos,2209612.451,1601680.742,1738049.152,2340813.708,1665411.774,Unclassified
MP7610.pos,128380.8569,15519.85105,122453.142,16696.81597,11237.09187,Unclassified
MP7611.pos,1250218.864,1035821.811,1141124.474,68596.92528,1027863.818,Unclassified
MP7612.pos,784781.6285,827242.9069,799104.9828,890254.4522,848197.3671,Unclassified
MP7629.pos,228813.0269,237851.4849,264937.4036,259559.9277,229386.3499,Unclassified
MP7630.pos,136789.4994,170237.7347,16177.80903,155375.0444,176159.6083,Unclassified
MP7631.pos,251339.0564,207797.8448,207730.4697,218565.1698,211042.3299,Unclassified
MP7633.pos,197587.0708,283479.2036,158953.5349,174112.9133,102494.9182,Unclassified
MP7634.pos,176707.7524,149906.2281,142500.8703,212954.0015,213633.7056,Unclassified
MP7635.pos,290995.3282,287703.5437,321260.746,515314.8802,391317.8288,Unclassified
MP7636.pos,578927.7506,798058.0293,451908.8313,343667.4513,272110.3246,Unclassified
MP7637.pos,1643018.88,1147127.524,911751.4267,1183941.451,1403957.612,Unclassified
MP7638.pos,407156.3785,494556.9938,389969.8191,481567.824,472410.1669,Unclassified
MP7639.pos,206236.9052,146992.8888,194183.2164,217724.7998,325094.4548,Unclassified
MP7640.pos,819639.7163,343940.4201,296482.3966,494677.9272,519809.9275,"Linear 1,3-diarylpropanoids"
MP7641.pos,350199.9755,352663.3119,429897.7131,384426.5986,522087.2562,Unclassified
MP7642.pos,1389604.121,1254918.63,1503448.759,1271470.31,1340140.507,Unclassified
MP7643.pos,2537515.797,2720756.196,2633557.64,2600583.085,2760549.39,Fatty Acyls
MP7644.pos,260766.0012,244716.4381,254032.8091,269869.9105,254965.0275,Unclassified
MP7645.pos,1035153.438,586180.5132,645667.8741,739181.6369,105960.6442,Fatty Acyls
MP7646.pos,1154189.504,797796.2312,865586.3184,1114473.791,929187.8267,Unclassified
MP7647.pos,4889147.524,4757110.756,4589788.982,4717754.62,4857907.914,Organic carbonic acids and derivatives
MP7648.pos,3306881.032,2759910.521,270180.9133,103602.4375,4598599.114,Unclassified
MP7649.pos,84243.55705,61972.28002,68414.86078,104982.1066,67054.89123,Unclassified
MP7650.pos,579614.0145,261539.8898,323100.7674,274978.6897,292486.6909,Unclassified
MP7651.pos,174181.0636,118395.2385,96292.99565,95447.61981,150656.0643,Unclassified
MP7652.pos,135379.6959,105340.8986,76516.48927,140799.7494,45672.87277,Unclassified
MP7660.pos,56690.09157,70425.55232,30565.86322,39269.14524,54557.75201,Unclassified
MP7661.pos,36993.22536,18029.91271,20173.74788,21305.00308,20833.25609,Unclassified
MP7663.pos,25358.14959,35231.77892,21538.02311,32659.20026,28079.22516,Unclassified
MP7664.pos,58042.7599,67623.15757,82142.57805,73790.73047,73389.56729,Unclassified
MP7673.pos,15133.37175,22883.07129,12742.33401,20447.97425,12285.81261,Unclassified
MP7674.pos,27691.73252,78740.45774,94118.73096,66676.02109,95514.06695,Unclassified
MP7675.pos,1716274.173,1696342.121,1842951.576,2170211.71,1454873.821,Unclassified
MP7676.pos,1274254.373,1092278.711,884710.694,1027061.464,1087525.816,Unclassified
MP7677.pos,1725437.633,394281.3977,113925.6944,460636.8283,385442.0569,Unclassified
MP7678.pos,363837.4339,439193.8963,299161.1938,207499.6916,529449.2646,Unclassified
MP7679.pos,1013141.394,1112468.689,1098157.056,1387351.292,1261511.136,Unclassified
MP7680.pos,31660133.84,32161921.66,32644410.09,31359331.55,32080987.45,Unclassified
MP7681.pos,133059.5822,236129.7531,168075.6344,160069.5186,404627.8876,Unclassified
MP7682.pos,280792.149,833217.2621,1135664.405,134053.3477,1252577.316,Unclassified
MP7683.pos,93551.70827,130981.2098,69026.44589,122294.0008,129344.2151,Unclassified
MP7684.pos,168796.6608,221222.3083,117964.0093,89162.06438,165627.8919,Unclassified
MP7685.pos,360705.3692,451041.8358,392610.2052,252976.6618,400382.2542,Unclassified
MP7686.pos,2452734.558,3381622.4,3530316.9,3781949.561,3144367.721,Unclassified
MP7687.pos,1281082.278,800045.2565,1305895.58,2836230.413,2250118.571,Unclassified
MP7688.pos,702495.0954,574696.6616,521569.2904,650604.7144,555545.761,Unclassified
MP7689.pos,69382301.53,37737249.36,20396426.62,54143057.83,25424591.84,Carboximidic acids and derivatives
MP7690.pos,341445.1157,444869.1851,363396.7304,358140.2994,451052.9905,Unclassified
MP7691.pos,136099.7514,173212.7431,154343.6398,184247.7888,118005.6455,Unclassified
MP7692.pos,351267.3379,56318.86886,86851.74367,84906.43139,140693.1671,Unclassified
MP7693.pos,1886321.371,1636654.764,2173143.329,1709175.305,1734349.926,Unclassified
MP7694.pos,24195477.39,44046460.67,18138296.12,32174798.03,21836158.95,Unclassified
MP7695.pos,667041.8138,341137.926,661467.5301,309255.8429,571201.1212,Unclassified
MP7696.pos,8795668.382,18104617.16,7717485.382,13076430.1,10059805.45,Unclassified
MP7697.pos,24056768.53,36048163.44,25657886.71,28888241.4,24423388.22,Pyrrolizidines
MP7698.pos,728349.2151,997203.0821,672413.512,704253.3766,623930.8975,Unclassified
MP7699.pos,1399655.513,2704282.475,1375923.47,2090897.459,1133700.838,Unclassified
MP7700.pos,1609123.635,1904738.525,1495995.898,1796201.817,1438291.647,Unclassified
MP7701.pos,451548.8085,465039.6232,408029.5834,476297.4135,392756.7115,Unclassified
MP7702.pos,3563437.139,4018340.263,3017295.621,4414554.788,2832574.338,Unclassified
MP7703.pos,2016699.767,3393520.148,1738411.883,2842488.952,1564260.455,Unclassified
MP7704.pos,992286.2118,1827799.694,1234786.388,2423206.92,933086.9461,Unclassified
MP7705.pos,1497223.896,2268034.135,707386.3546,2218655.826,1211888.152,Unclassified
MP7706.pos,360919.9876,480286.0987,392764.7374,510907.096,507931.8016,Unclassified
MP7707.pos,1054602.967,1463128.503,558240.6464,1887646.056,863393.0778,Unclassified
MP7708.pos,437054.2089,219045.0549,352233.6366,310284.7183,428493.7991,Unclassified
MP7709.pos,395784.3273,683325.0318,325809.2647,543236.9858,369380.5463,Unclassified
MP7710.pos,25276354.63,27470857.87,26949236.88,29894385.47,26459710.81,Unclassified
MP7711.pos,25217189.81,22664950.06,24321047.63,25856519.3,21862364.73,Carboxylic acids and derivatives
MP7712.pos,361423.4215,216789.445,253438.5012,415900.2757,376083.9385,Unclassified
MP7713.pos,236933.2053,60081.60146,175914.1786,310137.2593,192192.9545,Unclassified
MP7714.pos,55997760.8,38053731.76,45281645.61,62118274.58,35557348.36,Unclassified
MP7715.pos,92225.47811,46125.76591,70091.75001,153084.7969,74265.69776,Unclassified
MP7716.pos,82513.90376,21494.48489,85072.13864,58995.01998,42978.66561,Unclassified
MP7717.pos,5228198.729,6004969.925,5254570.309,5943526.423,4404903.042,Unclassified
MP7718.pos,494113.3582,211036.5254,351074.0828,402779.8337,408047.6057,Unclassified
MP7719.pos,10395334.24,6176097.172,7643048.273,10660940.89,6698262.852,Fatty Acyls
MP7720.pos,35840920.53,26393345.57,30472092.6,41141370.2,26011582.47,Unclassified
MP7721.pos,3656640.805,693230.8792,2390751.569,2999089.932,3060871.547,Carboximidic acids and derivatives
MP7722.pos,213218.0612,267085.1324,304542.3734,340727.3934,257256.6391,Unclassified
MP7723.pos,276830.5137,168143.7526,371160.5636,225512.0515,196805.2861,Unclassified
MP7743.pos,131246.7525,123259.8648,104069.5431,81179.58335,199825.8744,Unclassified
MP7745.pos,123124492.8,76168993.29,53832468.08,75649617.29,70168989.43,Unclassified
MP7746.pos,1961764.77,2098526.634,2133262.8,2253428.948,2316363.239,Unclassified
MP7747.pos,3586152.21,533821.1476,498475.7418,3720262.906,409033.3917,Unclassified
MP7748.pos,38494.65099,110769.8848,151922.2298,112830.0649,85950.6789,Unclassified
MP7749.pos,226802.215,249670.197,259798.4188,244387.612,236154.3436,Unclassified
MP7751.pos,17045.33653,62440.3932,18306.72589,11876.34676,35906.04125,Unclassified
MP7752.pos,345070.9991,383369.4253,455785.0306,476980.6431,546154.1134,Unclassified
MP7753.pos,439411.019,8893.53315,148846.6094,8227.30255,4725.49212,Indoles and derivatives
MP7754.pos,1237662.13,1134483.628,1163583.867,1218443.799,1421451.923,Unclassified
MP7756.pos,924830.5617,1109765.943,1442448.432,1435508.113,1367871.156,Fatty Acyls
MP7757.pos,313219.0883,1361794.064,235190.2461,514190.583,119254.4527,Unclassified
MP7758.pos,2410789.238,3479854.325,3698939.668,3895517.777,3259471.91,Fatty Acyls
MP7759.pos,1519.286274,51208.90903,19037.15621,60609.88461,54943.97406,Unclassified
MP7760.pos,679275.4251,1084191.124,628496.4947,880158.4502,1040953.485,Unclassified
MP7761.pos,1195510.544,1063270.483,1175239.951,1112921.724,1156227.104,Unclassified
MP7762.pos,19712933.12,20872450.97,19469021.88,20300621.92,19443075.91,Unclassified
MP7763.pos,12294343.47,11677170.45,12554164.62,11893086.28,11804844.17,Unclassified
MP7764.pos,8657689.052,8652925.196,8625747.497,8629004.929,8429871.283,Unclassified
MP7765.pos,1739155.457,325890.2144,1863252.177,1756022.478,1881055.058,Fatty Acyls
MP7766.pos,492423.5657,456411.7935,421330.1905,427137.3085,424438.724,Unclassified
MP7767.pos,328435.4424,190843.9416,342398.8919,156972.0125,343384.2836,Unclassified
MP7768.pos,1300287.698,1001086.387,3030321.888,896813.8242,1009303.978,Unclassified
MP7769.pos,815423.1775,1503461.154,571785.1647,1500593.719,3078540.576,Unclassified
MP7772.pos,580588.8456,167892.064,642201.6866,589787.9621,470528.1548,Unclassified
MP7779.pos,341393.8049,1877928.397,69534.7019,150495.1731,75489.50678,Unclassified
MP7784.pos,185142.0857,40596.34882,284463.4163,184010.6488,193746.9207,Unclassified
MP7790.pos,4727286.716,4573221.222,4822306.567,4722802.55,5858283.703,Unclassified
MP7791.pos,4582088.971,4566081.467,5094994.923,4431901.838,4648445.017,Unclassified
MP7792.pos,439066.7555,479369.517,505474.4597,471902.3944,470565.1947,Unclassified
MP7793.pos,499682.5461,493723.3429,441544.0921,433566.2454,478712.7929,Unclassified
MP7794.pos,12520134.66,13122587.47,12627898.68,13192646.19,13259763.76,Unclassified
MP7795.pos,296092.6864,346828.7779,352460.6699,351364.0472,367727.3681,Unclassified
MP7796.pos,189759.5115,228924.2811,206352.4131,141526.7335,152997.8417,Unclassified
MP7797.pos,54719.60344,71272.28762,68563.96194,121434.9334,73528.19055,Unclassified
MP7798.pos,1896035.913,577647.6219,288266.1013,534911.0113,242937.7677,Indoles and derivatives
MP7799.pos,262027.9372,46310.02596,13368.78335,153874.0708,124762.1431,Unclassified
MP7800.pos,169341.5278,69474.49118,12776.46027,175872.4068,246456.2044,Phenols
MP7802.pos,321332.741,231883.0085,292072.1451,282457.6139,460828.6511,Unclassified
MP7803.pos,1621778.561,1734059.066,1423674.076,1901672.525,1531609.535,Unclassified
MP7804.pos,254993.7762,81459.39404,454359.0555,507747.8864,425056.3644,Unclassified
MP7805.pos,399823.0642,559071.48,323451.8914,457098.1641,144477.7007,Unclassified
MP7806.pos,1097200.08,852794.3681,735921.3729,1021431.051,743933.7735,Unclassified
MP7807.pos,697995.6438,903369.9568,561045.6155,443802.1471,122077.4599,Unclassified
MP7808.pos,1778071.627,1042569.408,1599939.842,1587100.675,1529120.755,Unclassified
MP7809.pos,715370.8839,1408060.389,836070.1971,859541.8409,550189.0931,Unclassified
MP7810.pos,1741404.845,3059989.451,2205834.559,2643818.111,1930288.114,Piperidines
MP7811.pos,3585750.769,4662585.717,2918993.413,4069694.428,2772398.741,Unclassified
MP7812.pos,1039261.87,1836588.45,1353748.553,1212637.355,999203.5175,Unclassified
MP7813.pos,1087122.363,777493.5949,428328.6155,1015453.378,589786.5715,Unclassified
MP7814.pos,18292541.87,37843421.7,16303973.21,26968408.44,19994418.18,Unclassified
MP7815.pos,17987509.35,32377865.65,14219661.63,23684331.14,15617118.74,Unclassified
MP7816.pos,10461513.76,6612240.686,7119150.474,9627215.042,7042348.283,Unclassified
MP7817.pos,1151758.341,1159634.121,999098.0629,1210242.672,946240.7477,Unclassified
MP7818.pos,1513462.223,1499428.419,1229768.99,1330326.974,1359807.222,Unclassified
MP7819.pos,4485801.126,7711358.321,4468656.058,6442113.094,3601446.74,Unclassified
MP7820.pos,66437276.41,100627022.9,66999116.56,95593905.53,62566297.61,Unclassified
MP7821.pos,1404194.996,1962905.786,1071546.615,1503871.454,1082257.382,Unclassified
MP7822.pos,2430338.479,3296375.056,2075474.411,2110053.776,2909030.937,Fatty Acyls
MP7823.pos,236768.2646,209598.8429,212400.8029,244178.188,260039.6684,Unclassified
MP7824.pos,60299670.95,22895497.08,52110252.1,46295331.39,52275273.04,Unclassified
MP7825.pos,20955121.14,7070801.977,17241232.8,15582459.81,18407185.07,Unclassified
MP7826.pos,825950.3904,579190.3709,651817.7391,1027835.833,651335.7597,Unclassified
MP7827.pos,15544009.51,12067592.94,11295697.35,14396876,9421937.011,Fatty Acyls
MP7828.pos,30529136.47,23055506.95,25539630.85,32851379.2,23344768.14,Unclassified
MP7829.pos,1210733718,858235581.1,926166542.5,1255465649,791192231.2,Unclassified
MP7830.pos,3299108.975,824115.3252,1833398.952,2922716.658,2853536.079,Unclassified
MP7831.pos,392724.0332,222508.42,309534.3558,276353.5423,426218.3519,Unclassified
MP7832.pos,278691.1026,513313.245,618579.8908,592143.362,654822.4187,Unclassified
MP7833.pos,229186.2273,239615.7759,250011.1898,343195.1477,249108.1215,Unclassified
MP7834.pos,85167.11614,27648.53673,67103.61897,153772.4903,48857.29547,Unclassified
MP7835.pos,457707.5534,1965904.208,1291310.96,7057669.44,1185481.974,Organonitrogen compounds
MP7841.pos,165556.9939,167273.468,28899.1511,51627.19382,62326.01067,Unclassified
MP7849.pos,334637.2204,64720.17072,187540.3086,35583.29909,335361.894,Unclassified
MP7851.pos,63654.17576,98667.48986,64780.70868,46319.70866,26770.36477,Unclassified
MP7856.pos,2908.062726,6462.103738,3030.912935,18232.28452,3614.291871,Unclassified
MP7857.pos,1088274.631,973928.5228,1178606.46,1053686.777,1118750.403,Unclassified
MP7858.pos,34914.05456,63993.90171,57716.09908,41533.07711,34640.92978,Unclassified
MP7859.pos,52790.84851,72452.3459,110286.9938,103691.1203,41225.15421,Unclassified
MP7860.pos,48620.25376,64621.83547,31573.87095,127960.0866,47939.39816,Unclassified
MP7861.pos,99010.69207,111746.777,72867.64283,88241.18456,127240.9676,Unclassified
MP7862.pos,13477.60028,13189.25426,13987.59928,25873.97819,13960.37538,Unclassified
MP7863.pos,4441136.621,3873031.127,4717295.783,5089540.915,5111836.697,Unclassified
MP7864.pos,608973.8702,763600.7525,562421.3214,389267.4977,540001.171,Unclassified
MP7868.pos,361178.2199,251565.3314,126305.9388,65415.60469,80448.38735,Unclassified
MP7869.pos,144340.7867,52255.79458,124236.8483,171240.7456,95460.67455,Unclassified
MP7870.pos,68296.6845,4614.020354,2187.149582,3147.826002,4742.782225,Unclassified
MP7871.pos,67867.83831,86120.78677,66648.56909,29949.00507,102260.3077,Unclassified
MP7872.pos,322039.8886,391069.8651,291425.6631,254594.6396,228243.9011,Unclassified
MP7873.pos,249199.2709,422602.8783,1609159.325,374066.046,1292876.234,Benzene and substituted derivatives
MP7874.pos,8551398.12,1732075.93,1771823.237,2573476.96,3564648.905,Unclassified
MP7875.pos,297053.6285,28099.84769,1292484.799,21645.22067,65113.48448,Unclassified
MP7876.pos,1261202.765,1429171.328,1498144.661,1146749.535,1215624.481,Fatty Acyls
MP7877.pos,68799.88623,1769022.364,1819996.061,161900.5751,3035823.629,0
MP7878.pos,175774.0177,198883.9712,211464.8688,177197.1551,193023.915,Unclassified
MP7879.pos,158661.249,162989.9617,159616.933,149456.2622,175767.5422,Unclassified
MP7880.pos,395612.2088,320233.6321,434674.8301,349769.6695,409906.9191,Unclassified
MP7882.pos,930187.928,1052580.325,716444.6449,1069270.399,779881.3257,Unclassified
MP7883.pos,552571.129,1483349.631,941962.2648,713434.3503,463964.0367,Unclassified
MP7884.pos,1290348.483,706789.2123,312397.6031,11348826.85,7817099.57,Fatty Acyls
MP7885.pos,44008.16222,19916.80433,19158.86977,5714.486124,45091.86437,Unclassified
MP7886.pos,13668.93772,13827.06314,25692.05366,27059.99856,40414.40247,Unclassified
MP7887.pos,45141.41202,168138.0637,175346.2492,98240.79548,158509.1429,Unclassified
MP7888.pos,2454076.806,35799.22634,41389.28211,43208.8511,61281.85781,Unclassified
MP7889.pos,118722.9225,139028.3741,3065708.218,125076.3046,83690.14427,Unclassified
MP7890.pos,238416.4688,367591.674,340116.6641,425039.4704,147943.029,Unclassified
MP7894.pos,36077.65177,61600.63025,28541.47845,39124.84714,79449.97897,Unclassified
MP7897.pos,30665.31154,23435.95728,72893.45975,53855.0352,21193.27328,Unclassified
MP7901.pos,2378717.44,2111777.548,2394587.811,2724884.113,2681277.196,Unclassified
MP7913.pos,489539.6643,493362.8614,513522.7726,534161.2994,459051.3101,Unclassified
MP7915.pos,271729.6385,149499.247,313155.7648,278254.2441,209612.1874,Unclassified
MP7916.pos,18993.78395,52311.03646,20290.82775,19600.42855,19146.59373,Unclassified
MP7917.pos,51748.24823,442876.5115,52572.71563,63455.54391,76380.97509,Unclassified
MP7918.pos,33555.42024,56377.61225,77085.61446,60667.22299,58727.17566,Unclassified
MP7919.pos,45245.59874,40516.44378,36796.17875,34130.22065,29013.7486,Unclassified
MP7920.pos,21197.31452,18830.29559,19847.46432,26789.36496,27368.19746,Unclassified
MP7921.pos,30938.02437,40645.78283,56507.57452,32534.72071,38793.7978,Unclassified
MP7922.pos,2418369.083,1728220.857,1501830.547,1941018.813,1145780.481,Unclassified
MP7923.pos,564565.1493,563667.8997,415485.3355,470847.8746,482317.4244,Unclassified
MP7926.pos,2527994.992,588339.6229,424869.0326,679273.7295,645650.4989,Indoles and derivatives
MP7928.pos,7505767.491,1529790.392,1132305.79,1641847.766,1681438.844,Pyridines and derivatives
MP7932.pos,421711.6383,428833.9135,604339.9295,266778.4791,265880.0473,Unclassified
MP7933.pos,380309.4375,1063469.589,594734.466,613880.1084,264131.4671,Unclassified
MP7934.pos,467621.611,521927.1881,494180.1081,531685.1772,490706.2751,Tropane alkaloids
MP7935.pos,4538216.079,108092.5363,341820.1532,110252.912,370406.4025,Indoles and derivatives
MP7936.pos,176630.3716,57497.49055,43880.44127,84660.46031,51359.373,Unclassified
MP7937.pos,3856302.82,5824036.003,3438700.268,4354337.923,3017682.17,Fatty Acyls
MP7938.pos,3527871.269,4743627.101,3370787.603,4176283.933,3180086.589,Unclassified
MP7939.pos,405600.0499,899700.1559,506914.0137,617703.9076,102443.182,Unclassified
MP7940.pos,17328414.95,33519944.67,16810105.69,26442051.27,11120354.59,Unclassified
MP7941.pos,2406331.453,4566128.819,2141336.78,3458071.464,2068886.377,Unclassified
MP7942.pos,343507.5249,181819.3762,438808.9566,431234.7445,440894.8426,Unclassified
MP7943.pos,266320.1098,77355.57085,281038.2183,269670.8446,96720.58521,Unclassified
MP7944.pos,640395.9123,305497.9494,306569.3595,728669.9181,536630.9592,Unclassified
MP7945.pos,569850.5049,261635.1936,377631.9708,357156.2879,510819.5135,Unclassified
MP7946.pos,1240525.249,2893756.472,1023438.546,2114500.986,1328942.263,Unclassified
MP7947.pos,459876.6922,379934.7951,204206.1761,15803.22683,215033.4739,Unclassified
MP7948.pos,650687.613,454573.1036,485263.0477,220952.271,495877.5824,Unclassified
MP7949.pos,95836982.24,115634827.4,120313898.6,150657866.2,110061306,Organonitrogen compounds
MP7950.pos,498104.1596,1018782.008,569226.3517,617545.0718,187658.5104,Unclassified
MP7960.pos,47424.39734,86629.67557,911356.5984,1275169.298,924009.6437,Unclassified
MP7962.pos,46580.23742,119929.1631,327435.3575,193000.5387,26944.7585,Unclassified
MP7963.pos,378200.3808,1409178.596,948072.9451,614088.2258,391417.722,Unclassified
MP7970.pos,3036873.091,3016972.856,2896653.662,2791338.771,2642669.426,Unclassified
MP7971.pos,73250.00641,39231.99675,15217.76267,58894.70944,12901.58184,Unclassified
MP7973.pos,44867.19079,4469.303878,4389.574109,44929.56377,115383.1875,Unclassified
MP7975.pos,21490.41714,42909.30942,15095.86474,13695.52635,61912.64885,Unclassified
MP7976.pos,22192.41754,51957.5145,27311.75887,27121.58462,74610.33637,Unclassified
MP7977.pos,1477841.239,1675462.888,1362830.592,967147.6105,1669158.47,Unclassified
MP7978.pos,22649.78587,29753.40694,7794.363691,7910.353366,18996.14064,Unclassified
MP7979.pos,390744.6457,356980.696,348077.8883,357261.1275,320564.0088,Unclassified
MP7980.pos,278949.3922,154606.6036,149938.8897,181786.8544,226416.2183,Unclassified
MP7983.pos,288637.8408,305376.9876,384663.0711,340946.4388,399975.1523,Unclassified
MP7984.pos,138797.4936,180444.3928,170223.2857,162570.9827,155995.7891,Unclassified
MP7985.pos,557351.9706,552232.6583,506492.5862,603076.3073,586953.9351,Unclassified
MP7986.pos,145898.544,168385.114,11629.94681,104416.5061,97184.74254,Unclassified
MP7987.pos,285242.843,226316.9902,497647.224,670442.5879,418531.9234,Unclassified
MP7988.pos,1923815.78,693521.1263,1957056.78,1317457.89,1645444.407,Unclassified
MP7989.pos,497876.4778,205359.4691,135693.3835,205257.4682,195888.2314,Unclassified
MP7991.pos,69549.66342,128035.0434,97836.40571,155329.8526,117119.3522,Unclassified
MP7992.pos,248389.0672,132272.2969,189793.2044,252711.5519,215779.6165,Unclassified
MP7993.pos,697695.6775,768867.5801,604448.8829,757522.5695,694235.9302,Unclassified
MP7994.pos,3276894.085,3679114.316,3428009.424,3679776.505,3577029.516,Organooxygen compounds
MP7995.pos,492468.7671,203642.3612,31895.15014,15696.89486,46891.80451,Unclassified
MP7996.pos,120249.5697,541.8472643,122688.042,50442.6145,14578.45185,0
MP7997.pos,7625697.487,7845279.237,8852004.309,8133952.008,7475451.824,Unclassified
MP7999.pos,124453.3028,123163.7969,149307.2318,152211.5083,87263.61051,Unclassified
MP8001.pos,2734851.492,4763257.377,2801807.891,4435601.1,2668134.89,Unclassified
MP8002.pos,8502874.987,6144357.387,6469798.927,9222032.035,5827243.122,Unclassified
MP8014.pos,106707.2137,50847.10199,116506.0967,23346.42859,261076.1645,Unclassified
MP8017.pos,78542.23241,64441.94309,103101.0261,28528.5088,80723.37573,Unclassified
MP8019.pos,140383.5937,136029.2126,92598.23428,151639.3107,157332.7005,Unclassified
MP8020.pos,147040.8927,83679.27339,32945.60779,83400.7431,116707.7341,Unclassified
MP8021.pos,122271.3264,77745.03507,96607.96691,73565.65892,52532.83809,Unclassified
MP8024.pos,753713.4432,741565.8823,537053.1487,527257.1975,785803.2007,Unclassified
MP8025.pos,11112.3941,64190.18473,13258.63977,16308.73939,11492.09669,Unclassified
MP8030.pos,457539.6335,268565.9731,247919.3102,427416.6323,572841.058,Unclassified
MP8032.pos,94150.88516,165113.4919,101574.9102,116198.0641,225599.0633,Unclassified
MP8033.pos,141548.3413,70607.71573,73747.4516,164382.5398,165256.6816,Unclassified
MP8034.pos,2858210.812,1688326.916,1481991.566,2211326.023,2130646.549,Organooxygen compounds
MP8035.pos,976956.6683,597406.0559,477135.916,652683.6934,706638.4575,Unclassified
MP8038.pos,465194.0392,212984.0463,231783.1802,275525.2877,169471.9639,Unclassified
MP8039.pos,18002.24117,42620.09682,7108.060962,33220.65305,73962.42503,Unclassified
MP8041.pos,1070016.952,99866.71315,67534.39712,136888.0868,105677.7916,Unclassified
MP8042.pos,396375.3744,142022.2067,37273.54115,58723.8509,65653.05644,Unclassified
MP8043.pos,266976.9365,119415.9199,137663.1092,163817.702,189427.5142,Unclassified
MP8044.pos,229215.2893,145834.4212,100120.1278,86286.22795,126260.7706,Unclassified
MP8045.pos,2071322.929,764379.213,712805.7308,873777.7616,879746.1356,Unclassified
MP8046.pos,664433.8113,726379.8308,767297.7079,832505.5224,836697.7391,Unclassified
MP8047.pos,314135.5284,165662.2216,109105.2756,81330.9269,258381.7962,Pyridines and derivatives
MP8048.pos,37028.39251,81041.4673,59942.71113,81949.44468,42427.00655,Unclassified
MP8049.pos,137380.7367,159197.1195,132006.6559,173982.5986,153814.3776,Unclassified
MP8050.pos,167229.1972,153052.4528,126293.7736,140795.7786,169699.6346,Unclassified
MP8052.pos,1580175.911,2132521.726,1426336.125,1439638.372,1573527.52,Unclassified
MP8055.pos,194013.8809,378121.4977,265033.0088,315765.6658,224246.6235,Unclassified
MP8076.pos,49350014.45,36458189.72,21146132.45,32439118.3,38687743.55,Unclassified
MP8079.pos,5851254.128,5879580.176,5671185.878,5991877.315,5844298.497,Unclassified
MP8080.pos,503223.9649,516598.3038,540409.3561,532420.0327,455877.2818,Unclassified
MP8081.pos,630640.2016,549670.6845,605914.9273,502108.9997,601135.0428,Unclassified
MP8082.pos,910499.4227,845186.3545,855942.9863,899729.1888,822518.5153,Unclassified
MP8083.pos,769350.7227,843099.5641,873861.7976,905884.9974,948682.579,Unclassified
MP8084.pos,224615.1953,329777.8406,170645.72,214984.429,168787.1998,Unclassified
MP8085.pos,189165.9234,93543.49933,73745.78603,108423.7012,95555.63227,Unclassified
